envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
338	3114000	3306000	3186000	3186000	2706000	3186000	
339	3111000	3303000	3183000	3183000	2703000	3183000	
340	3108000	3300000	3180000	3180000	2700000	3180000	
341	3105000	3297000	3177000	3177000	2697000	3177000	
342	3102000	3294000	3174000	3174000	2694000	3174000	
343	3171000	3411000	3171000	3171000	2811000	3291000	
344	3168000	3408000	3168000	3168000	2808000	3288000	
345	3189000	3405000	3165000	3165000	2805000	3405000	
346	3210000	3402000	3282000	3162000	2802000	3402000	
347	3207000	3399000	3279000	3159000	2799000	3399000	
348	3204000	3396000	3276000	3156000	2796000	3396000	
349	3273000	3513000	3393000	3153000	2913000	3393000	
350	3294000	3510000	3390000	3270000	2910000	3390000	
351	3291000	3507000	3387000	3267000	2907000	3387000	
352	3336000	3504000	3384000	3384000	3024000	3384000	
353	3333000	3501000	3381000	3381000	3021000	3381000	
354	3378000	3498000	3378000	3378000	3138000	3498000	
355	3399000	3495000	3495000	3375000	3135000	3495000	
356	3420000	3492000	3492000	3372000	3252000	3492000	
357	3417000	3489000	3489000	3369000	3249000	3489000	
358	3438000	3486000	3606000	3366000	3246000	3486000	
359	3435000	3483000	3603000	3363000	3243000	3483000	
360	3456000	3480000	3600000	3360000	3360000	3480000	
361	3453000	3477000	3597000	3357000	3357000	3477000	
362	3450000	3474000	3594000	3354000	3354000	3474000	
363	3447000	3471000	3591000	3351000	3351000	3471000	
364	3444000	3468000	3588000	3348000	3348000	3468000	
365	3441000	3465000	3585000	3345000	3345000	3465000	
366	3462000	3462000	3582000	3342000	3462000	3462000	
367	3507000	3579000	3579000	3459000	3459000	3459000	
368	3504000	3576000	3576000	3456000	3456000	3456000	
369	3549000	3573000	3693000	3573000	3453000	3453000	
370	3594000	3690000	3810000	3570000	3450000	3450000	
371	3591000	3687000	3807000	3567000	3447000	3447000	
372	3588000	3684000	3804000	3564000	3444000	3444000	
373	3633000	3681000	3801000	3681000	3441000	3561000	
374	3678000	3678000	3798000	3678000	3558000	3678000	
375	3723000	3675000	3915000	3795000	3555000	3675000	
376	3744000	3672000	3912000	3792000	3552000	3792000	
377	3741000	3669000	3909000	3789000	3549000	3789000	
378	3738000	3666000	3906000	3786000	3546000	3786000	
379	3783000	3783000	3903000	3903000	3543000	3783000	
380	3804000	3780000	3900000	3900000	3660000	3780000	
381	3801000	3777000	3897000	3897000	3657000	3777000	
382	3822000	3774000	3894000	3894000	3774000	3774000	
383	3819000	3771000	3891000	3891000	3771000	3771000	
384	3816000	3768000	3888000	3888000	3768000	3768000	
385	3837000	3765000	3885000	3885000	3885000	3765000	
386	3858000	3762000	4002000	3882000	3882000	3762000	
387	3879000	3759000	3999000	3999000	3879000	3759000	
388	3900000	3756000	4116000	3996000	3876000	3756000	
389	3897000	3753000	4113000	3993000	3873000	3753000	
390	3894000	3750000	4110000	3990000	3870000	3750000	
391	3891000	3747000	4107000	3987000	3867000	3747000	
392	3912000	3744000	4104000	3984000	3984000	3744000	
393	3909000	3741000	4101000	3981000	3981000	3741000	
394	3930000	3858000	4098000	3978000	3978000	3738000	
395	3975000	3975000	4095000	4095000	3975000	3735000	
396	3996000	3972000	4212000	4092000	3972000	3732000	
397	3993000	3969000	4209000	4089000	3969000	3729000	
398	3990000	3966000	4206000	4086000	3966000	3726000	
399	4011000	3963000	4203000	4083000	4083000	3723000	
400	4008000	3960000	4200000	4080000	4080000	3720000	
401	4005000	3957000	4197000	4077000	4077000	3717000	
402	4002000	3954000	4194000	4074000	4074000	3714000	
403	4023000	3951000	4191000	4191000	4071000	3711000	
404	4044000	3948000	4188000	4188000	4068000	3828000	
405	4089000	3945000	4185000	4185000	4185000	3945000	
406	4086000	3942000	4182000	4182000	4182000	3942000	
407	4107000	3939000	4299000	4179000	4179000	3939000	
408	4104000	3936000	4296000	4176000	4176000	3936000	
409	4125000	3933000	4293000	4173000	4173000	4053000	
410	4146000	3930000	4290000	4290000	4170000	4050000	
411	4143000	3927000	4287000	4287000	4167000	4047000	
412	4140000	3924000	4284000	4284000	4164000	4044000	
413	4137000	3921000	4281000	4281000	4161000	4041000	
414	4134000	3918000	4278000	4278000	4158000	4038000	
415	4131000	3915000	4275000	4275000	4155000	4035000	
416	4128000	3912000	4272000	4272000	4152000	4032000	
417	4149000	4029000	4269000	4269000	4149000	4029000	
418	4170000	4026000	4266000	4266000	4146000	4146000	
419	4191000	4023000	4263000	4383000	4143000	4143000	
420	4188000	4020000	4260000	4380000	4140000	4140000	
421	4185000	4017000	4257000	4377000	4137000	4137000	
422	4206000	4014000	4254000	4374000	4134000	4254000	
423	4227000	4011000	4371000	4371000	4131000	4251000	
424	4224000	4008000	4368000	4368000	4128000	4248000	
425	4221000	4005000	4365000	4365000	4125000	4245000	
426	4242000	4002000	4362000	4362000	4122000	4362000	
427	4263000	4119000	4359000	4359000	4119000	4359000	
428	4284000	4116000	4356000	4356000	4236000	4356000	
429	4305000	4113000	4473000	4353000	4233000	4353000	
430	4302000	4110000	4470000	4350000	4230000	4350000	
431	4323000	4107000	4587000	4347000	4227000	4347000	
432	4320000	4104000	4584000	4344000	4224000	4344000	
433	4341000	4101000	4581000	4461000	4221000	4341000	
434	4362000	4098000	4578000	4578000	4218000	4338000	
435	4383000	4095000	4575000	4695000	4215000	4335000	
436	4380000	4092000	4572000	4692000	4212000	4332000	
437	4425000	4209000	4569000	4809000	4209000	4329000	
438	4446000	4206000	4686000	4806000	4206000	4326000	
439	4443000	4203000	4683000	4803000	4203000	4323000	
440	4464000	4200000	4800000	4800000	4200000	4320000	
441	4461000	4197000	4797000	4797000	4197000	4317000	
442	4458000	4194000	4794000	4794000	4194000	4314000	
443	4479000	4191000	4791000	4911000	4191000	4311000	
444	4500000	4188000	4788000	4908000	4308000	4308000	
445	4521000	4185000	4785000	4905000	4425000	4305000	
446	4518000	4182000	4782000	4902000	4422000	4302000	
447	4539000	4179000	4779000	5019000	4419000	4299000	
448	4632000	4296000	4896000	5016000	4536000	4416000	
449	4629000	4293000	4893000	5013000	4533000	4413000	
450	4626000	4290000	4890000	5010000	4530000	4410000	
451	4623000	4287000	4887000	5007000	4527000	4407000	
452	4620000	4284000	4884000	5004000	4524000	4404000	
453	4665000	4281000	5001000	5001000	4641000	4401000	
454	4686000	4278000	4998000	5118000	4638000	4398000	
455	4731000	4275000	5115000	5115000	4635000	4515000	
456	4776000	4392000	5112000	5112000	4752000	4512000	
457	4797000	4389000	5109000	5109000	4749000	4629000	
458	4842000	4506000	5106000	5226000	4746000	4626000	
459	4839000	4503000	5103000	5223000	4743000	4623000	
460	4860000	4620000	5100000	5220000	4740000	4620000	
461	4881000	4617000	5097000	5217000	4857000	4617000	
462	4902000	4614000	5214000	5214000	4854000	4614000	
463	4899000	4611000	5211000	5211000	4851000	4611000	
464	4920000	4608000	5208000	5328000	4848000	4608000	
465	4917000	4605000	5205000	5325000	4845000	4605000	
466	4938000	4722000	5202000	5322000	4842000	4602000	
467	4935000	4719000	5199000	5319000	4839000	4599000	
468	4956000	4836000	5196000	5316000	4836000	4596000	
469	4953000	4833000	5193000	5313000	4833000	4593000	
470	4950000	4830000	5190000	5310000	4830000	4590000	
471	4995000	4947000	5187000	5427000	4827000	4587000	
472	5016000	5064000	5184000	5424000	4824000	4584000	
473	5013000	5061000	5181000	5421000	4821000	4581000	
474	5082000	5178000	5298000	5418000	4938000	4578000	
475	5103000	5175000	5415000	5415000	4935000	4575000	
476	5100000	5172000	5412000	5412000	4932000	4572000	
477	5121000	5169000	5529000	5409000	4929000	4569000	
478	5142000	5166000	5526000	5406000	4926000	4686000	
479	5163000	5163000	5523000	5403000	4923000	4803000	
480	5184000	5280000	5520000	5400000	4920000	4800000	
481	5181000	5277000	5517000	5397000	4917000	4797000	
482	5178000	5274000	5514000	5394000	4914000	4794000	
483	5175000	5271000	5511000	5391000	4911000	4791000	
484	5172000	5268000	5508000	5388000	4908000	4788000	
485	5169000	5265000	5505000	5385000	4905000	4785000	
486	5190000	5262000	5622000	5382000	4902000	4782000	
487	5211000	5259000	5619000	5499000	4899000	4779000	
488	5232000	5256000	5616000	5496000	5016000	4776000	
489	5229000	5253000	5613000	5493000	5013000	4773000	
490	5250000	5250000	5610000	5490000	5010000	4890000	
491	5247000	5247000	5607000	5487000	5007000	4887000	
492	5244000	5244000	5604000	5484000	5004000	4884000	
